interval_mean,interval_stdev,interval_min,interval_max,interval_p25,interval_median,interval_p75,interval_p90,length_mean,length_stdev,length_min,length_max,length_p25,length_median,length_p75,length_p90,packets_per_second,bytes_per_second,tcp_packets_per_second,udp_packets_per_second,tls_packets_per_second,quic_packets_per_second,tcp_packet_ratio,udp_packet_ratio,tls_packet_ratio,tls_or_quic_packet_ratio,quic_udp_443_ratio,most_common_length,label
0.005669109453242368,0.09476322801032921,0.0,3.659940004348755,9.5367431640625e-07,2.1457672119140625e-06,0.00019598007202148438,0.0014770507812500026,1015.719223771983,652.7373768071066,54,1514,135.0,1490.0,1510.0,1510.0,176.448049607453,179221.6759833625,171.25840108958673,5.082645455642218,26.483257900451555,4.226620957849844,0.9705882352941176,0.028805336567616736,0.15009096422073984,0.17404487568223165,0.8315789473684211,1510,github
0.007110911478422567,0.0670971901600702,-2.288818359375e-05,1.9296302795410156,0.0,0.0,0.0001150369644165039,0.0011474847793579096,896.9551503203548,555.1342885497586,42,1872,88.0,1292.0,1292.0,1292.0,140.69829158791396,126200.0572810545,7.766490220722703,132.86245770450626,2.2883408686057964,129.11789991951494,0.05519960571710202,0.9443075406604239,0.016264169541646133,0.9339576145884673,0.9718162839248434,1292,Youtube
0.0013933618214665626,0.007639867349113795,-2.5272369384765625e-05,0.3135547637939453,0.0,0.0001373291015625,0.0009386539459228516,0.003234434127807619,841.4131211100909,737.6543734868488,46,9783,56.0,1292.0,1510.0,1510.0,717.7619089373956,603934.2880129508,649.8744189277062,67.81425647138336,36.25060146148462,65.47078324559041,0.9054178145087236,0.0944801550862157,0.050505050505050504,0.14172023262932354,0.9654427645788337,1510,nyt
0.00828909012680179,0.05482177186654303,0.0,0.6517231464385986,9.5367431640625e-07,1.9073486328125e-06,0.00010704994201660156,0.005172157287597668,750.739344262295,628.404168725591,54,1510,84.0,707.0,1322.0,1490.0,120.83859878493828,90718.29041337915,62.004067901124074,58.83453088381422,16.838165404458614,58.43833875665049,0.5131147540983606,0.48688524590163934,0.13934426229508196,0.6229508196721312,0.9932659932659933,1322,github
3.2872408715690056,8.280653177338845,8.869171142578125e-05,37.91111183166504,0.000164031982421875,0.0003147125244140625,2.0126821994781494,6.41125226020813,1292.0,0.0,1292,1292,1292.0,1292.0,1292.0,1292.0,0.31162615820528416,402.6209964012271,0.0,0.31162615820528416,0.0,0.31162615820528416,0.0,1.0,0.0,1.0,1.0,1292,Youtube
0.010875674511037247,0.11466996551609668,0.0,2.005460023880005,1.1920928955078125e-06,3.0040740966796875e-05,0.0001399517059326172,0.001117229461669925,1014.7501199040768,660.8633165575529,42,1514,86.0,1510.0,1510.0,1510.0,91.9703752314509,93326.94929373774,85.17735950692168,6.682739495234921,6.26368982391656,6.109303102904532,0.9261390887290167,0.07266187050359713,0.06810551558752997,0.13453237410071942,0.9141914191419142,1510,github
0.004411298717709082,0.04955323187066606,-0.00028443336486816406,1.204230546951294,0.0,0.0,0.0,0.0005085945129394535,1032.9565693430657,484.05834156719715,42,1872,1284.0,1292.0,1292.0,1292.0,226.77337463787947,234247.04708429374,4.63478429916834,222.05582633336883,2.234628144241878,219.65567017844236,0.020437956204379562,0.9791970802919708,0.009854014598540146,0.9784671532846715,0.9891912038762579,1292,Youtube
0.012767213929319236,0.09200583193367917,0.0,1.3800609111785889,9.5367431640625e-07,2.1457672119140625e-06,0.0001677870750427246,0.00990266799926758,835.418320610687,669.3137141196422,54,1510,66.0,1042.0,1490.0,1510.0,78.4453881271472,65534.71440883484,73.2955382195635,4.910322004905398,14.730966014716193,3.473154588835525,0.934351145038168,0.06259541984732825,0.18778625954198475,0.23206106870229007,0.7073170731707317,1490,github
0.006021960688201543,0.07009629912361243,0.0,1.995337963104248,9.5367431640625e-07,2.1457672119140625e-06,0.0002900362014770508,0.001917695999145509,917.7813299232737,617.3609767266895,54,1514,120.0,1305.0,1494.0,1494.0,166.11197699959303,152454.47116687073,35.73956538386385,130.3724116157292,7.593993833421293,127.61095931266689,0.215153452685422,0.784846547314578,0.04571611253196931,0.8139386189258312,0.9788187372708758,1494,amazon
0.023658387666697697,0.07776002074598808,0.0,0.5776195526123047,4.172325134277344e-05,0.0001823902130126953,0.008624553680419922,0.04357295036315922,570.7655502392345,620.1587098606975,54,3978,66.0,135.0,1292.0,1514.0,42.369670142221054,24183.14809217966,21.184835071110527,21.184835071110527,3.3449739585963987,20.576657987729362,0.5,0.5,0.07894736842105263,0.5645933014354066,0.9712918660287081,1292,indeed
0.003707263976153703,0.020838232066851006,0.0,0.3167130947113037,9.5367431640625e-07,1.9073486328125e-06,8.702278137207031e-05,0.0032228946685791014,1025.6269401330378,619.0918174663836,54,1514,186.75,1494.0,1494.0,1494.0,269.8903119945481,276806.77486251923,83.929304339768,182.96887559275626,14.661447103916691,179.67753032453007,0.31097560975609756,0.6779379157427938,0.05432372505543237,0.7200665188470067,0.982011447260834,1494,amazon
0.06106005681978239,0.43378544674044384,0.0,6.407774925231934,2.86102294921875e-06,7.748603820800781e-05,0.00115126371383667,0.011876559257507326,751.3991266375546,674.1088405499027,42,1514,66.0,523.0,1514.0,1514.0,16.391634367917263,12316.659748215156,12.383199762662386,3.9941187673789664,1.5604263284742197,3.5360119553498373,0.7554585152838428,0.24366812227074236,0.09519650655021834,0.3109170305676856,0.8853046594982079,1514,tribecareers
0.02620062423728363,0.21407444700826875,0.0,4.940320014953613,1.9073486328125e-06,0.00012922286987304688,0.0015049576759338379,0.0110579252243042,606.7739892839746,630.170641241576,42,1514,66.0,181.0,1486.0,1486.0,38.18562948630052,23170.04673672234,28.8112713464586,9.33715830595366,5.970573339065985,9.262758638177136,0.7545056015586946,0.24452021432050658,0.15635655138821236,0.3989283974671213,0.9920318725099602,1486,tribecareers
0.0024020866499041144,0.033720330172536825,0.0,1.0483570098876953,1.1920928955078125e-06,3.0994415283203125e-06,9.799003601074219e-05,0.0008912563323974626,902.9871699516549,647.4407620554215,54,1514,90.0,1242.0,1494.0,1494.0,416.382138983493,375987.72929912095,307.1379593431604,108.39252409388065,36.85345819191942,87.64309805305207,0.7376348084789884,0.26031982149497956,0.08850873930829305,0.29899590925994796,0.8085714285714286,1494,bose
0.006530598002750905,0.0486808994195928,0.0,0.9234271049499512,9.5367431640625e-07,9.5367431640625e-07,2.1457672119140625e-06,0.00046224594116211267,1199.13309352518,557.3185913480123,42,1514,1494.0,1494.0,1494.0,1494.0,153.3091578704336,183838.0847429132,142.64736991301734,10.294140096815685,2.573535024203921,10.294140096815685,0.9304556354916067,0.0671462829736211,0.016786570743405275,0.08393285371702638,1.0,1494,bose
0.00384196942371258,0.051624272057677244,0.0,2.421288013458252,9.5367431640625e-07,3.0994415283203125e-06,9.393692016601562e-05,0.001560091972351076,855.308284714119,654.3833888068212,42,1514,86.0,1242.0,1494.0,1494.0,260.3439320809241,222674.32198386427,189.3189480429777,70.59968473232993,24.78887381307282,60.39250139753525,0.7271878646441073,0.27117852975495915,0.09521586931155193,0.3271878646441074,0.8554216867469879,1494,bose
